epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
127,10194.4,1.32549,1.19804,0.01653,0.73387,0.70988,0.74562,0.4074,1.63569,1.10777,0.02513,0.0069909,0.0023303,0.0069909,0.0023303,0.0069909,0.0023303,0.0069909,0.0023303
128,10274.5,1.32757,1.19464,0.01639,0.73581,0.7078,0.74539,0.40773,1.63506,1.10887,0.02512,0.00696158,0.00232053,0.00696158,0.00232053,0.00696158,0.00232053,0.00696158,0.00232053
129,10354.6,1.32526,1.1999,0.01628,0.73447,0.70928,0.74565,0.40812,1.63513,1.11035,0.02513,0.00693211,0.0023107,0.00693211,0.0023107,0.00693211,0.0023107,0.00693211,0.0023107
130,10434.7,1.32126,1.18061,0.01647,0.72213,0.72718,0.74579,0.40758,1.63463,1.11117,0.0251,0.00690249,0.00230083,0.00690249,0.00230083,0.00690249,0.00230083,0.00690249,0.00230083
131,10514.5,1.32009,1.19486,0.01648,0.7238,0.72923,0.74645,0.40759,1.63456,1.10962,0.02511,0.00687273,0.00229091,0.00687273,0.00229091,0.00687273,0.00229091,0.00687273,0.00229091
132,10594.5,1.31773,1.18821,0.01631,0.72802,0.72954,0.74626,0.40787,1.63133,1.11529,0.02507,0.00684283,0.00228094,0.00684283,0.00228094,0.00684283,0.00228094,0.00684283,0.00228094
133,10674.5,1.31583,1.18696,0.01637,0.73502,0.72059,0.74635,0.40817,1.63184,1.11523,0.02508,0.00681278,0.00227093,0.00681278,0.00227093,0.00681278,0.00227093,0.00681278,0.00227093
134,10754.4,1.31205,1.19506,0.01624,0.73021,0.72346,0.74722,0.40891,1.63222,1.11597,0.02508,0.00678259,0.00226086,0.00678259,0.00226086,0.00678259,0.00226086,0.00678259,0.00226086
135,10834.7,1.31185,1.17807,0.01635,0.73506,0.72034,0.74822,0.40932,1.63348,1.11571,0.02512,0.00675227,0.00225076,0.00675227,0.00225076,0.00675227,0.00225076,0.00675227,0.00225076
136,10914.8,1.30369,1.17239,0.01611,0.72854,0.72628,0.7483,0.40957,1.63352,1.11541,0.02508,0.00672181,0.0022406,0.00672181,0.0022406,0.00672181,0.0022406,0.00672181,0.0022406
