epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
47,1517.63,1.54177,1.87082,0.02096,0.66156,0.66806,0.67672,0.35558,1.66267,1.30097,0.02659,0.0087124,0.00290413,0.0087124,0.00290413,0.0087124,0.00290413,0.0087124,0.00290413
48,1598.88,1.54504,1.87479,0.02082,0.67067,0.67526,0.69113,0.36534,1.63658,1.2866,0.02605,0.00869991,0.00289997,0.00869991,0.00289997,0.00869991,0.00289997,0.00869991,0.00289997
49,1680.79,1.54597,1.8421,0.02084,0.65094,0.68869,0.683,0.35967,1.67227,1.28129,0.02662,0.00868715,0.00289572,0.00868715,0.00289572,0.00868715,0.00289572,0.00868715,0.00289572
50,1762.35,1.53399,1.84617,0.02065,0.65911,0.67889,0.68085,0.36453,1.63751,1.28035,0.02598,0.00867415,0.00289138,0.00867415,0.00289138,0.00867415,0.00289138,0.00867415,0.00289138
51,1843.58,1.53656,1.82758,0.02097,0.65227,0.68595,0.68634,0.36923,1.64176,1.24273,0.02598,0.00866088,0.00288696,0.00866088,0.00288696,0.00866088,0.00288696,0.00866088,0.00288696
52,1925.5,1.53924,1.83772,0.02089,0.66942,0.66523,0.68604,0.35963,1.65885,1.25944,0.02643,0.00864737,0.00288246,0.00864737,0.00288246,0.00864737,0.00288246,0.00864737,0.00288246
53,2006.68,1.53466,1.8257,0.02073,0.66551,0.70113,0.69582,0.37072,1.65117,1.24109,0.02638,0.0086336,0.00287787,0.0086336,0.00287787,0.0086336,0.00287787,0.0086336,0.00287787
54,2089.5,1.5347,1.81536,0.02088,0.67848,0.68816,0.69638,0.37597,1.63882,1.2276,0.02605,0.00861957,0.00287319,0.00861957,0.00287319,0.00861957,0.00287319,0.00861957,0.00287319
55,2170.99,1.53454,1.82218,0.02089,0.66185,0.67978,0.68909,0.36402,1.64703,1.25505,0.02617,0.0086053,0.00286843,0.0086053,0.00286843,0.0086053,0.00286843,0.0086053,0.00286843
56,2252.35,1.54117,1.81138,0.02079,0.67457,0.68652,0.69339,0.37059,1.63314,1.24257,0.02617,0.00859078,0.00286359,0.00859078,0.00286359,0.00859078,0.00286359,0.00859078,0.00286359
57,85.7882,1.49943,1.7827,0.02029,0.67895,0.69539,0.69846,0.37517,1.62895,1.24152,0.02593,0.008576,0.00285867,0.008576,0.00285867,0.008576,0.00285867,0.008576,0.00285867
58,165.737,1.52528,1.78307,0.02047,0.67232,0.69193,0.69652,0.37227,1.64235,1.24163,0.02588,0.00856098,0.00285366,0.00856098,0.00285366,0.00856098,0.00285366,0.00856098,0.00285366
59,245.922,1.50969,1.77755,0.02053,0.68945,0.68658,0.70568,0.38161,1.63608,1.21438,0.02557,0.00854571,0.00284857,0.00854571,0.00284857,0.00854571,0.00284857,0.00854571,0.00284857
60,326.041,1.50825,1.77062,0.02041,0.67388,0.6976,0.7042,0.38036,1.6498,1.2154,0.02593,0.0085302,0.0028434,0.0085302,0.0028434,0.0085302,0.0028434,0.0085302,0.0028434
61,406.203,1.51613,1.75977,0.02041,0.68855,0.68766,0.70225,0.38291,1.64124,1.2274,0.02592,0.00851443,0.00283814,0.00851443,0.00283814,0.00851443,0.00283814,0.00851443,0.00283814
62,486.316,1.50453,1.77052,0.02025,0.69449,0.69603,0.70662,0.3789,1.652,1.21255,0.0261,0.00849843,0.00283281,0.00849843,0.00283281,0.00849843,0.00283281,0.00849843,0.00283281
63,566.405,1.50364,1.77631,0.02035,0.67599,0.69965,0.70518,0.37763,1.6525,1.21982,0.02615,0.00848218,0.00282739,0.00848218,0.00282739,0.00848218,0.00282739,0.00848218,0.00282739
64,646.627,1.50753,1.7522,0.02032,0.68266,0.69889,0.70354,0.3789,1.63067,1.22398,0.02584,0.00846568,0.00282189,0.00846568,0.00282189,0.00846568,0.00282189,0.00846568,0.00282189
65,726.821,1.50468,1.7618,0.02018,0.69485,0.70604,0.70834,0.38008,1.63484,1.21563,0.02579,0.00844895,0.00281632,0.00844895,0.00281632,0.00844895,0.00281632,0.00844895,0.00281632
66,806.876,1.50926,1.77065,0.02037,0.68588,0.69335,0.70052,0.37447,1.64591,1.22171,0.0259,0.00843197,0.00281066,0.00843197,0.00281066,0.00843197,0.00281066,0.00843197,0.00281066
67,887.356,1.51618,1.75969,0.02018,0.68979,0.6942,0.70321,0.38502,1.62644,1.2124,0.02562,0.00841475,0.00280492,0.00841475,0.00280492,0.00841475,0.00280492,0.00841475,0.00280492
68,967.638,1.51052,1.74443,0.02034,0.68365,0.69555,0.7094,0.38759,1.61598,1.20635,0.02552,0.0083973,0.0027991,0.0083973,0.0027991,0.0083973,0.0027991,0.0083973,0.0027991
69,1047.77,1.49931,1.74139,0.02007,0.68257,0.70223,0.71463,0.3934,1.62329,1.18336,0.02563,0.00837961,0.0027932,0.00837961,0.0027932,0.00837961,0.0027932,0.00837961,0.0027932
70,1128.01,1.50273,1.72871,0.02001,0.6882,0.70849,0.71973,0.39292,1.6186,1.17833,0.02545,0.00836168,0.00278723,0.00836168,0.00278723,0.00836168,0.00278723,0.00836168,0.00278723
71,1208.25,1.49926,1.7345,0.02022,0.67977,0.70836,0.71538,0.39167,1.61914,1.17855,0.02541,0.00834351,0.00278117,0.00834351,0.00278117,0.00834351,0.00278117,0.00834351,0.00278117
72,1288.31,1.49761,1.72218,0.02005,0.6953,0.70257,0.71802,0.39488,1.61128,1.17796,0.02531,0.00832511,0.00277504,0.00832511,0.00277504,0.00832511,0.00277504,0.00832511,0.00277504
73,1368.63,1.50159,1.7287,0.02026,0.69892,0.7098,0.72048,0.39593,1.61301,1.16989,0.02534,0.00830648,0.00276883,0.00830648,0.00276883,0.00830648,0.00276883,0.00830648,0.00276883
74,1448.94,1.49085,1.71757,0.02009,0.69617,0.70344,0.71902,0.39239,1.611,1.18537,0.02525,0.00828762,0.00276254,0.00828762,0.00276254,0.00828762,0.00276254,0.00828762,0.00276254
75,1529.23,1.49478,1.72116,0.02005,0.70606,0.69881,0.71988,0.39734,1.61545,1.16996,0.02531,0.00826852,0.00275617,0.00826852,0.00275617,0.00826852,0.00275617,0.00826852,0.00275617
76,1609.8,1.49783,1.68787,0.02007,0.69465,0.70026,0.72036,0.39649,1.60887,1.17242,0.02518,0.0082492,0.00274973,0.0082492,0.00274973,0.0082492,0.00274973,0.0082492,0.00274973
77,1690,1.48357,1.69473,0.01984,0.6982,0.70821,0.71977,0.39758,1.61175,1.16082,0.02514,0.00822964,0.00274321,0.00822964,0.00274321,0.00822964,0.00274321,0.00822964,0.00274321
78,1770.09,1.48922,1.67395,0.02013,0.70192,0.69575,0.72327,0.39996,1.61077,1.16526,0.02508,0.00820986,0.00273662,0.00820986,0.00273662,0.00820986,0.00273662,0.00820986,0.00273662
79,1850.35,1.4882,1.69707,0.01999,0.6965,0.70418,0.71819,0.39546,1.61477,1.16221,0.02525,0.00818986,0.00272995,0.00818986,0.00272995,0.00818986,0.00272995,0.00818986,0.00272995
80,1930.59,1.48716,1.69378,0.01994,0.68696,0.71409,0.7215,0.39786,1.60791,1.16023,0.02511,0.00816963,0.00272321,0.00816963,0.00272321,0.00816963,0.00272321,0.00816963,0.00272321
81,2010.77,1.49014,1.68755,0.02007,0.68831,0.7031,0.72223,0.39789,1.61624,1.15711,0.02526,0.00814917,0.00271639,0.00814917,0.00271639,0.00814917,0.00271639,0.00814917,0.00271639
82,2090.96,1.48548,1.69898,0.01996,0.69095,0.70645,0.72548,0.39725,1.62007,1.16095,0.02527,0.00812849,0.0027095,0.00812849,0.0027095,0.00812849,0.0027095,0.00812849,0.0027095
83,2171.33,1.50017,1.69066,0.02009,0.69144,0.71095,0.72695,0.39781,1.62311,1.15527,0.02532,0.0081076,0.00270253,0.0081076,0.00270253,0.0081076,0.00270253,0.0081076,0.00270253
84,2251.62,1.50024,1.69953,0.02019,0.68684,0.71889,0.72551,0.39712,1.62701,1.1555,0.02543,0.00808648,0.00269549,0.00808648,0.00269549,0.00808648,0.00269549,0.00808648,0.00269549
85,2331.81,1.50373,1.71947,0.02035,0.69091,0.71388,0.72485,0.39616,1.62527,1.15395,0.02536,0.00806514,0.00268838,0.00806514,0.00268838,0.00806514,0.00268838,0.00806514,0.00268838
86,2412.03,1.50817,1.70381,0.02037,0.7075,0.70985,0.72814,0.39937,1.62418,1.15017,0.02538,0.00804359,0.0026812,0.00804359,0.0026812,0.00804359,0.0026812,0.00804359,0.0026812
87,2492.1,1.505,1.68523,0.02029,0.71984,0.69081,0.7278,0.39913,1.62521,1.14372,0.0254,0.00802182,0.00267394,0.00802182,0.00267394,0.00802182,0.00267394,0.00802182,0.00267394
88,2572.31,1.50765,1.69483,0.02036,0.71271,0.70299,0.72553,0.39786,1.621,1.14841,0.02527,0.00799983,0.00266661,0.00799983,0.00266661,0.00799983,0.00266661,0.00799983,0.00266661
89,2652.46,1.49736,1.69994,0.02014,0.70133,0.71183,0.72917,0.39821,1.62743,1.14172,0.02539,0.00797764,0.00265921,0.00797764,0.00265921,0.00797764,0.00265921,0.00797764,0.00265921
90,2732.55,1.49912,1.70354,0.02007,0.7027,0.71115,0.72769,0.39787,1.62287,1.14147,0.02532,0.00795523,0.00265174,0.00795523,0.00265174,0.00795523,0.00265174,0.00795523,0.00265174
91,2812.71,1.48345,1.67969,0.01988,0.67994,0.72379,0.72529,0.39838,1.62371,1.14067,0.02528,0.00793261,0.0026442,0.00793261,0.0026442,0.00793261,0.0026442,0.00793261,0.0026442
92,2892.76,1.48627,1.68551,0.01979,0.69376,0.717,0.72398,0.39763,1.62372,1.13608,0.02529,0.00790978,0.00263659,0.00790978,0.00263659,0.00790978,0.00263659,0.00790978,0.00263659
93,2972.91,1.4832,1.69591,0.02006,0.70324,0.70464,0.7253,0.3976,1.62331,1.13703,0.02529,0.00788674,0.00262891,0.00788674,0.00262891,0.00788674,0.00262891,0.00788674,0.00262891
94,3053.19,1.49322,1.68122,0.0201,0.69427,0.72223,0.72847,0.3983,1.62498,1.13335,0.02528,0.0078635,0.00262117,0.0078635,0.00262117,0.0078635,0.00262117,0.0078635,0.00262117
95,3133.51,1.47425,1.69164,0.01986,0.69605,0.71791,0.72874,0.39942,1.6231,1.1317,0.02527,0.00784006,0.00261335,0.00784006,0.00261335,0.00784006,0.00261335,0.00784006,0.00261335
96,3213.66,1.49338,1.66542,0.02009,0.71886,0.70108,0.72668,0.39936,1.61894,1.13699,0.0252,0.00781641,0.00260547,0.00781641,0.00260547,0.00781641,0.00260547,0.00781641,0.00260547
97,3294.39,1.48433,1.65248,0.01977,0.70949,0.70916,0.72644,0.40016,1.62037,1.12947,0.02525,0.00779256,0.00259752,0.00779256,0.00259752,0.00779256,0.00259752,0.00779256,0.00259752
98,3375.12,1.48166,1.67223,0.01989,0.72436,0.7099,0.72932,0.40157,1.61912,1.13249,0.02521,0.0077685,0.0025895,0.0077685,0.0025895,0.0077685,0.0025895,0.0077685,0.0025895
99,3455.07,1.474,1.65035,0.01993,0.7197,0.71046,0.72859,0.40024,1.6224,1.12907,0.02528,0.00774425,0.00258142,0.00774425,0.00258142,0.00774425,0.00258142,0.00774425,0.00258142
100,3535.08,1.47258,1.6544,0.01978,0.71612,0.7101,0.72847,0.39926,1.62265,1.12748,0.02527,0.0077198,0.00257327,0.0077198,0.00257327,0.0077198,0.00257327,0.0077198,0.00257327
101,3615.24,1.47669,1.66636,0.01976,0.7198,0.70792,0.72842,0.3992,1.628,1.12231,0.02533,0.00769516,0.00256505,0.00769516,0.00256505,0.00769516,0.00256505,0.00769516,0.00256505
102,3695.31,1.4783,1.65758,0.02006,0.72364,0.70648,0.72762,0.39898,1.62666,1.12457,0.02534,0.00767032,0.00255677,0.00767032,0.00255677,0.00767032,0.00255677,0.00767032,0.00255677
103,3775.53,1.4772,1.65799,0.01994,0.72264,0.7081,0.72774,0.398,1.62611,1.12952,0.0253,0.00764529,0.00254843,0.00764529,0.00254843,0.00764529,0.00254843,0.00764529,0.00254843
104,3855.6,1.47586,1.64695,0.01958,0.72189,0.70774,0.72827,0.39848,1.62581,1.12774,0.0253,0.00762007,0.00254002,0.00762007,0.00254002,0.00762007,0.00254002,0.00762007,0.00254002
105,3935.87,1.47559,1.63552,0.02002,0.72626,0.70329,0.72903,0.39762,1.62461,1.12952,0.02524,0.00759466,0.00253155,0.00759466,0.00253155,0.00759466,0.00253155,0.00759466,0.00253155
106,4016.04,1.4661,1.65776,0.01974,0.72154,0.70938,0.72966,0.39864,1.62234,1.12812,0.02522,0.00756906,0.00252302,0.00756906,0.00252302,0.00756906,0.00252302,0.00756906,0.00252302
107,4096.18,1.4628,1.63904,0.01954,0.71244,0.71141,0.72893,0.39794,1.62451,1.12924,0.0252,0.00754327,0.00251442,0.00754327,0.00251442,0.00754327,0.00251442,0.00754327,0.00251442
108,4176.27,1.462,1.64237,0.01938,0.72154,0.70812,0.72972,0.39788,1.62824,1.12561,0.02526,0.0075173,0.00250577,0.0075173,0.00250577,0.0075173,0.00250577,0.0075173,0.00250577
109,4256.62,1.47021,1.6402,0.01954,0.71118,0.71521,0.73017,0.39832,1.6269,1.12859,0.0252,0.00749114,0.00249705,0.00749114,0.00249705,0.00749114,0.00249705,0.00749114,0.00249705
110,4336.68,1.47649,1.62306,0.01969,0.70973,0.72008,0.73088,0.40006,1.62596,1.12858,0.02519,0.00746481,0.00248827,0.00746481,0.00248827,0.00746481,0.00248827,0.00746481,0.00248827
111,4416.64,1.46924,1.62299,0.0196,0.70412,0.71907,0.73035,0.40003,1.6258,1.12562,0.02516,0.00743829,0.00247943,0.00743829,0.00247943,0.00743829,0.00247943,0.00743829,0.00247943
112,4496.55,1.46781,1.6091,0.01957,0.71309,0.71405,0.73091,0.40071,1.62673,1.12302,0.02517,0.0074116,0.00247053,0.0074116,0.00247053,0.0074116,0.00247053,0.0074116,0.00247053
113,4576.86,1.4591,1.63927,0.01943,0.70691,0.72181,0.73065,0.4004,1.62779,1.12404,0.02518,0.00738472,0.00246157,0.00738472,0.00246157,0.00738472,0.00246157,0.00738472,0.00246157
114,4656.63,1.45477,1.61213,0.01945,0.71285,0.71092,0.73094,0.40014,1.62674,1.12079,0.02515,0.00735768,0.00245256,0.00735768,0.00245256,0.00735768,0.00245256,0.00735768,0.00245256
115,4736.45,1.45742,1.60691,0.01926,0.71429,0.71119,0.73145,0.39874,1.62618,1.12292,0.02514,0.00733046,0.00244349,0.00733046,0.00244349,0.00733046,0.00244349,0.00733046,0.00244349
116,4817.12,1.46781,1.62072,0.01957,0.71276,0.71264,0.73078,0.39982,1.62564,1.12327,0.02515,0.00730306,0.00243435,0.00730306,0.00243435,0.00730306,0.00243435,0.00730306,0.00243435
117,4897.46,1.45693,1.60712,0.01943,0.72162,0.7125,0.73263,0.40149,1.62449,1.12011,0.02512,0.0072755,0.00242517,0.0072755,0.00242517,0.0072755,0.00242517,0.0072755,0.00242517
118,4977.61,1.45613,1.59794,0.01934,0.71611,0.71693,0.73442,0.40169,1.62332,1.11911,0.0251,0.00724777,0.00241592,0.00724777,0.00241592,0.00724777,0.00241592,0.00724777,0.00241592
119,5057.62,1.45627,1.6087,0.01946,0.7197,0.7182,0.73355,0.40182,1.62114,1.1203,0.02508,0.00721987,0.00240662,0.00721987,0.00240662,0.00721987,0.00240662,0.00721987,0.00240662
120,5138.29,1.45558,1.59295,0.01964,0.71925,0.71714,0.73309,0.402,1.62014,1.12002,0.02506,0.00719181,0.00239727,0.00719181,0.00239727,0.00719181,0.00239727,0.00719181,0.00239727
121,5218.4,1.45877,1.58895,0.01943,0.71342,0.71922,0.73253,0.40175,1.62246,1.11788,0.02509,0.00716358,0.00238786,0.00716358,0.00238786,0.00716358,0.00238786,0.00716358,0.00238786
122,5298.9,1.45593,1.58022,0.01938,0.71206,0.7208,0.7319,0.40092,1.62149,1.11922,0.02508,0.0071352,0.0023784,0.0071352,0.0023784,0.0071352,0.0023784,0.0071352,0.0023784
123,5377.3,1.45357,1.60159,0.01936,0.71195,0.72028,0.73213,0.40221,1.62209,1.11955,0.02508,0.00710665,0.00236888,0.00710665,0.00236888,0.00710665,0.00236888,0.00710665,0.00236888
124,5457.39,1.44576,1.56911,0.01924,0.70997,0.71799,0.73162,0.40146,1.62261,1.11986,0.02505,0.00707794,0.00235931,0.00707794,0.00235931,0.00707794,0.00235931,0.00707794,0.00235931
125,5539.1,1.45181,1.5615,0.01929,0.71031,0.71951,0.73205,0.40157,1.62224,1.12307,0.02504,0.00704908,0.00234969,0.00704908,0.00234969,0.00704908,0.00234969,0.00704908,0.00234969
126,5619.51,1.44722,1.57873,0.01929,0.71163,0.7202,0.73099,0.40113,1.62191,1.12381,0.02503,0.00702007,0.00234002,0.00702007,0.00234002,0.00702007,0.00234002,0.00702007,0.00234002
127,5701.29,1.44887,1.57914,0.01942,0.71194,0.72148,0.73173,0.40076,1.62304,1.12273,0.02505,0.0069909,0.0023303,0.0069909,0.0023303,0.0069909,0.0023303,0.0069909,0.0023303
128,5781.37,1.4288,1.56816,0.01911,0.71694,0.71688,0.73145,0.40102,1.6235,1.12192,0.02504,0.00696158,0.00232053,0.00696158,0.00232053,0.00696158,0.00232053,0.00696158,0.00232053
129,5863.31,1.44411,1.56355,0.01934,0.72007,0.71635,0.73301,0.40188,1.6262,1.11934,0.0251,0.00693211,0.0023107,0.00693211,0.0023107,0.00693211,0.0023107,0.00693211,0.0023107
130,5944.69,1.45385,1.57999,0.01924,0.72002,0.71705,0.73349,0.40179,1.62748,1.11649,0.02512,0.00690249,0.00230083,0.00690249,0.00230083,0.00690249,0.00230083,0.00690249,0.00230083
